plothistoryID,sites.sitename,plot.name,plotarea,event.sequence,date,dateloc,distcat,disttype,level,units,percent.mortality,distnotes,plothistoryID.v1,tropical_extratropical
3917,Johnson et al 2000_15,Forest recovery following 1971 Little Sioux Fire,NAC,3,1971,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3918,Johnson et al 2000_16,NA,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3919,Johnson et al 2000_2,Forest recovery following fire,NAC,1,NI,9,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3920,Johnson et al 2000_2,Forest recovery following fire,NAC,2,1971,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3921,Johnson et al 2000_3,Forest recovery following 1971 Little Sioux Fire,NAC,1,1971,8,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3922,Johnson et al 2000_3,Forest recovery following 1971 Little Sioux Fire,NAC,2,1971,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3923,Johnson et al 2000_3,Forest recovery following 1971 Little Sioux Fire,NAC,3,1971,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3924,Johnson et al 2000_7,NA,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3925,Johnson et al 2000_9,Forest recovery following stand-replacing fire,NAC,1,NI,9,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3926,Johnson et al 2000_9,Forest recovery following stand-replacing fire,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3927,Johnson et al 2000_needleleaf on sandy soil_1,Forest recovery following 1971 Little Sioux Fire,NAC,1,1971,8,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3928,Johnson et al 2000_needleleaf on sandy soil_1,Forest recovery following 1971 Little Sioux Fire,NAC,2,1971,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3929,Johnson et al 2000_needleleaf on sandy soil_1,Forest recovery following 1971 Little Sioux Fire,NAC,3,1971,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3930,Johnson et al 2000_needleleaf on sandy soil_11,Stand development of a plantation,NAC,1,NI,9,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
3931,Juniper,RD,NAC,1,NAC,9,Disturbance,Grazed,NA,NA,NA,Grazing,NA,extratropical
3932,Juniper,RD,NAC,2,NAC,9,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Grazing,NA,extratropical
3933,Kahoku,planted coniferous forest,NAC,1,1956,8,Regrowth,Planted,NA,NA,NA,"Cryptomeria japonica, Chamaecyparis obtusa",NA,extratropical
3934,Kahoku,planted coniferous forest,NAC,2,1956,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3935,Kambja,Forest recovery following agricultural abandonment.13 y,NAC,1,1996,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3936,Kambja,Forest recovery following agricultural abandonment.13 y,NAC,2,1996,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3937,Kangasvaara,"uneven-aged, old-growth, mixed coniferous stand",0.75,1,1826,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Average age is 140. Oldest trees 170 y-o.,NA,extratropical
3938,Kangasvaara,"uneven-aged, old-growth, mixed coniferous stand",0.75,2,1826,8,No.disturbance,No disturbance,NA,NA,NA,Average age is 140. Oldest trees 170 y-o.,NA,extratropical
3939,Kannenbruch Alder/Ash,Managed,NAC,1,1937,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
3940,Kannenbruch Alder/Ash,Managed,NAC,2,1937,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
3941,Kannenbruch Beech,Managed,NAC,1,1891,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
3942,Kannenbruch Beech,Managed,NAC,2,1891,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
3943,Kannenbruch Oak,Managed,NAC,1,1795,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
3944,Kannenbruch Oak,Managed,NAC,2,1795,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
3945,Kawagoe,Deciduous broadleaf forest,NAC,1,NRA,9,No.info,NRA,NA,NA,NA,NA,NA,extratropical
3946,Kennedy,RD,NAC,1,1969,8,Disturbance,Burned,NA,NA,<100%,periodic (5-7 years) controlled burns since 1969,NA,extratropical
3947,Kentucky,"Fagus grandifolia, Quercus alba",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
3948,Kettle River C,Managed,NAC,1,1975,8,Disturbance,Cut,NA,NA,<100%,Thinning in 1975,NA,extratropical
3949,Kettle River F,Managed,NAC,1,1903,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Thinning in 1975, Fertilized",NA,extratropical
3950,Kettle River F,Managed,NAC,2,1975,8,Disturbance,Cut,NA,NA,<100%,"Thinning in 1975, Fertilized",NA,extratropical
3951,Kettle River F,Managed,NAC,3,1975,8,Management,Fertilization,NA,NA,NA,"Thinning in 1975, Fertilized",NA,extratropical
3952,Kings County Hardwood Forest Chronosequence,Forest recovery following clear-cutting of mature forest,NAC,1,NI,9,Disturbance,Cut,100,%,100,clear-cut,NA,extratropical
3953,Kings County Hardwood Forest Chronosequence,Forest recovery following clear-cutting of mature forest,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3954,Kings County Hardwood Forest Chronosequence,Forest recovery on a fire-modified landscape mosaic,NAC,1,NI,9,Disturbance,Burned,NA,NA,NAC,NA,NA,extratropical
3955,Kings County Hardwood Forest Chronosequence,Forest recovery on a fire-modified landscape mosaic,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
3956,Kiryu Experimental Watershed,planted Japanese cypress forest,NAC,1,1959,8,Regrowth,Planted,NA,NA,NA,Chamaecyparis obtusa,NA,extratropical
3957,Kiryu Experimental Watershed,planted Japanese cypress forest,NAC,2,1959,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
3958,Klamath-BBM01,BBM01,0.045,1,1999,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 1999,NA,extratropical
3959,Klamath-BBM01,BBM01,0.045,2,1999,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3960,Klamath-BBM01,BBM01,0.045,3,2000,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3961,Klamath-BBM02,BBM02,0.045,1,1999,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 1999,NA,extratropical
3962,Klamath-BBM02,BBM02,0.045,2,1999,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3963,Klamath-BBM02,BBM02,0.045,3,2000,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3964,Klamath-BBM03,BBM03,0.045,1,1999,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 1999,NA,extratropical
3965,Klamath-BBM03,BBM03,0.045,2,1999,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3966,Klamath-BBM03,BBM03,0.045,3,2000,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3967,Klamath-BBO01,BBO01,0.045,1,1999,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 1999,NA,extratropical
3968,Klamath-BBO01,BBO01,0.045,2,1999,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3969,Klamath-BBO01,BBO01,0.045,3,2000,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3970,Klamath-BEA01,BEA01,0.045,1,1994,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 1994,NA,extratropical
3971,Klamath-BEA01,BEA01,0.045,2,1994,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3972,Klamath-BEA01,BEA01,0.045,3,1995,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3973,Klamath-BIS01,BIS01,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3974,Klamath-BIS01,BIS01,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3975,Klamath-BIS01,BIS01,0.045,3,2003,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3976,Klamath-BIS02,BIS02,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3977,Klamath-BIS02,BIS02,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3978,Klamath-BIS02,BIS02,0.045,3,2003,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3979,Klamath-BIS03,BIS03,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3980,Klamath-BIS03,BIS03,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3981,Klamath-BIS03,BIS03,0.045,3,2003,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3982,Klamath-BIS04,BIS04,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3983,Klamath-BIS04,BIS04,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3984,Klamath-BIS04,BIS04,0.045,3,NA,9,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Not established in sampling plot or immediate vicinity as of summer 2015.,NA,extratropical
3985,Klamath-BIS05,BIS05,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3986,Klamath-BIS05,BIS05,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3987,Klamath-BIS05,BIS05,0.045,3,2004,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3988,Klamath-BIS06,BIS06,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3989,Klamath-BIS06,BIS06,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3990,Klamath-BIS06,BIS06,0.045,3,NA,9,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Not established in sampling plot or immediate vicinity as of summer 2015.,NA,extratropical
3991,Klamath-BIS07,BIS07,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3992,Klamath-BIS07,BIS07,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3993,Klamath-BIS07,BIS07,0.045,3,2003,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3994,Klamath-BIS10,BIS10,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3995,Klamath-BIS10,BIS10,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3996,Klamath-BIS10,BIS10,0.045,3,2004,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
3997,Klamath-BIS11,BIS11,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
3998,Klamath-BIS11,BIS11,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
3999,Klamath-BIS11,BIS11,0.045,3,2004,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4000,Klamath-BIS12,BIS12,0.045,1,2002,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2002,NA,extratropical
4001,Klamath-BIS12,BIS12,0.045,2,2002,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4002,Klamath-BIS12,BIS12,0.045,3,2004,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4003,Klamath-BLU01,BLU01,0.045,1,2008,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2008,NA,extratropical
4004,Klamath-BLU01,BLU01,0.045,2,2008,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4005,Klamath-BLU01,BLU01,0.045,3,2010,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4006,Klamath-BLU02,BLU02,0.045,1,2008,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2008,NA,extratropical
4007,Klamath-BLU02,BLU02,0.045,2,2008,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4008,Klamath-BLU02,BLU02,0.045,3,2009,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4009,Klamath-BWC01,BWC01,0.045,1,2008,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2008,NA,extratropical
4010,Klamath-BWC01,BWC01,0.045,2,2008,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4011,Klamath-BWC01,BWC01,0.045,3,2009,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4012,Klamath-BWU01,BWU01,0.045,1,2008,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2008,NA,extratropical
4013,Klamath-BWU01,BWU01,0.045,2,2008,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4014,Klamath-BWU01,BWU01,0.045,3,NA,9,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Not established in sampling plot or immediate vicinity as of summer 2015.,NA,extratropical
4015,Klamath-BWU02,BWU02,0.045,1,2008,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2008,NA,extratropical
4016,Klamath-BWU02,BWU02,0.045,2,2008,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4017,Klamath-BWU02,BWU02,0.045,3,2010,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4018,Klamath-ELG01,ELG-1,0.045,1,2007,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2007,NA,extratropical
4019,Klamath-ELG01,ELG-1,0.045,2,2007,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4020,Klamath-ELG01,ELG-1,0.045,3,2008,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4021,Klamath-HCS01,HCS01,0.045,1,2001,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2001,NA,extratropical
4022,Klamath-HCS01,HCS01,0.045,2,2001,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4023,Klamath-HCS01,HCS01,0.045,3,2002,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4024,Klamath-HCS02,HCS02,0.045,1,2001,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2001,NA,extratropical
4025,Klamath-HCS02,HCS02,0.045,2,2001,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4026,Klamath-HCS02,HCS02,0.045,3,2002,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4027,Klamath-HCS04,HCS04,0.045,1,2001,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2001,NA,extratropical
4028,Klamath-HCS04,HCS04,0.045,2,2001,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
4029,Klamath-HCS04,HCS04,0.045,3,2002,8,Establishment,Establishment of key species,NA,NA,NA,key species= conifers (mostly Douglas-fir). Year of establishiment estimated from tree rings collected in the immediate vicinity of the plot.,NA,extratropical
4030,Klamath-HCS06,HCS06,0.045,1,2001,8,Disturbance,Burned,NA,NA,100,Burned at high severity in 2001,NA,extratropical
4031,Klamath-HCS06,HCS06,0.045,2,2001,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration following high-severity burn,NA,extratropical
