plothistoryID,sites.sitename,plot.name,plotarea,date,daten,dateloc,distcat,disttype,level,units,distnotes,plothistoryID.v1
1764,Northern Rondonia State,tropical moist forest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2186
1765,Nouragues Grand Plateau,terra firma NOR-02,10,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2416
1766,Nouragues Grand Plateau,old-growth tropical forest.NOR2,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1767,Nouragues Petit Plateau,terra firma NOR-01,12,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2417
1768,Nouragues Petit Plateau,old-growth tropical forest.NOR1,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1769,Nova Xavantina cerrado,short-statured tropical forest.NXA1,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1770,Nova Xavantina cerrado,short-statured tropical forest.NXA2,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
1771,OBE-10j_Oban East small plots,african tropical forest,1.25,NAC,NAC,9,No.info,NAC,NA,NA,jcluster of nearby small plots,2187
1772,OBE-83k_Oban East 83,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2188
1773,OBE-84k_Oban East 84,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2189
1774,Oluwa forest reserve plantation,Stand development of monoculture plantation,NAC,NI,NI,9,Regrowth,Planted,NA,NA,NA,1016
1775,Omo forest reserve plantation chronosequence,Stand development of monoculture plantation,NAC,NI,NI,9,Regrowth,Planted,NA,NA,NA,1017
1776,Osa,UM,NAC,1803.01.01,18030101,8,Establishment,Establishment of oldest trees,NA,NA,Primary lowland forest,1018
1777,Osa,UM,NAC,1803.01.01,18030101,8,Regrowth,Initiation of natural succession*,NA,NA,Primary lowland forest,1019
1778,OVG-01_Oveng,african tropical forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2190
1779,Oyacachi Alnus Forest,Forest recovery following 1953 landslide,NAC,1953.01.01,19530101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1020
1780,Oyacachi Alnus Forest,Forest recovery following 1953 landslide,NAC,1953.01.01,19530101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1021
1781,Oyacachi Alnus Forest,Forest recovery following 1953 landslide,NAC,1953.01.01,19530101,8,Disturbance,Landslide,NA,NA,NA,1022
1782,Oyacachi Alnus Forest,Forest recovery following 1968 landslide,NAC,1968.01.01,19680101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1023
1783,Oyacachi Alnus Forest,Forest recovery following 1968 landslide,NAC,1968.01.01,19680101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1024
1784,Oyacachi Alnus Forest,Forest recovery following 1968 landslide,NAC,1968.01.01,19680101,8,Disturbance,Landslide,NA,NA,NA,1025
1785,Oyacachi Alnus Forest,Forest recovery following 1978 landslide,NAC,1978.01.01,19780101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1026
1786,Oyacachi Alnus Forest,Forest recovery following 1978 landslide,NAC,1978.01.01,19780101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1027
1787,Oyacachi Alnus Forest,Forest recovery following 1978 landslide,NAC,1978.01.01,19780101,8,Disturbance,Landslide,NA,NA,NA,1028
1788,Oyacachi Alnus Forest,Forest recovery following 1990 landslide,NAC,1990.01.01,19900101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1029
1789,Oyacachi Alnus Forest,Forest recovery following 1990 landslide,NAC,1990.01.01,19900101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1030
1790,Oyacachi Alnus Forest,Forest recovery following 1990 landslide,NAC,1990.01.01,19900101,8,Disturbance,Landslide,NA,NA,NA,1031
1791,"Pakitza, Manu River, plot2",terra firma PAK-02,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2418
1792,"Pakitza, Manu River, swamp",Swamp PAK-03,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2419
1793,"Pakitza, plot1",terra firma PAK-01,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2420
1794,Palma Real,Tropical Wet Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
1795,Pamaali,mature 'old growth' forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1796,Panama Transect 1.Parque Metropolitano,old-growth tropical forest.PRT1,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1797,Panama Transect 2.Pipeline Road.Soberania National Park,old-growth tropical forest.PRT2,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1798,Panama Transect 3.Fort Sherman,old-growth tropical forest.PRT3,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1799,Panama Transect 4.Santa Rita.Chagres National Park,old-growth tropical forest.PRT4,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1800,Pao,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
1801,Paracou,terra firma PAR,6.25,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2421
1802,Paracou,old-growth tropical forest.PAR,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
1803,Paragominas,UM old growth tropical evergreen,0.7,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,Unmanaged tropical forest that could be considered old-growth in structural/functional terms,1032
1804,Paragominas,UM,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2087
1805,Paragominas,mature forest,NAC,NI,NI,9,No.info,NI,NA,NA,NA,2088
1806,Paragominas,secondary forest,NAC,1975.01.01,19750101,8,Establishment,Establishment of oldest trees,NA,NA,NA,2089
1807,Paragominas,secondary forest,NAC,1975.01.01,19750101,8,Regrowth,Initiation of forest regrowth*,NA,NA,NA,2090
1808,Paragominas 2,Intact ,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5677
1809,Paragominas 2,Managed.Moderately logged ,,NI,NI,9,Disturbance,Harvest,5.666666667,trees ha-1,NA,5678
1810,Paragominas 2,Managed.Moderately logged ,,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,5679
1811,Paragominas 2,Managed.Heavily logged ,,NI,NI,9,Disturbance,Harvest,6,trees ha-1,repeat logging,5680
1812,Paragominas 2,Managed.Heavily logged ,,NI,NI,9,Disturbance,Harvest,6,trees ha-1,repeat logging,5681
1813,Paragominas 2,Managed.Heavily logged ,,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,5682
1814,Paragominas 2,Managed.Logged and lightly burned ,,NI,NI,9,Disturbance,Harvest,5.333333333,trees ha-1,NA,5683
1815,Paragominas 2,Managed.Logged and lightly burned ,,NI,NI,9,Disturbance,Burned,70,%,1-2 times burned,5684
1816,Paragominas 2,Managed.Logged and lightly burned ,,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,5685
1817,Paragominas 2,Managed.Logged and heavily burned ,,NI,NI,9,Disturbance,Harvest,5.333333333,trees ha-1,NA,5686
1818,Paragominas 2,Managed.Logged and heavily burned ,,NI,NI,9,Disturbance,Burned,95.5,%,2-3 times burned,5687
1819,Paragominas 2,Managed.Logged and heavily burned ,,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,5688
1820,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #11,NAC,NI,NI,9,Disturbance,Burned,2,times,NA,1033
1821,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #12,NAC,NI,NI,9,Disturbance,Burned,1,times,NA,1034
1822,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 8y,NAC,NI,NI,9,Disturbance,Burned,2,times,NA,1035
1823,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #11,NAC,NI,NI,9,Disturbance,Cut,100,%,"mechanically cleared with a bulldozer, disked and levelled before replanting (pasture grass). Subsequently, site was mechanically mowed several times each year ot control weeds",1046
1824,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #12,NAC,NI,NI,9,Disturbance,Cut,100,%,"mechanically cleared with a bulldozer, disked and levelled before replanting (pasture grass). Subsequently, site was mechanically mowed several times each year ot control weeds",1047
1825,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 8y,NAC,NI,NI,9,Disturbance,Cut,100,%,"mechanically cleared with a bulldozer, disked and levelled before replanting (pasture grass). Subsequently, site was mechanically mowed several times each year ot control weeds",1048
1826,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #11,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1049
1827,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #12,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1050
1828,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 8y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1051
1829,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #11,NAC,NI,NI,9,Disturbance,Grazed,8,year,NA,1062
1830,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #12,NAC,NI,NI,9,Disturbance,Grazed,7,year,NA,1063
1831,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 8y,NAC,NI,NI,9,Disturbance,Grazed,11,year,NA,1064
1832,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #11,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1075
1833,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 2.5y #12,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1076
1834,Paragominas age sequence-heavy use,abandoned pasture- HEAVY use. 8y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1077
1835,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 3.5y,NAC,NI,NI,9,Disturbance,Burned,0,times,NA,1036
1836,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 4.5y,NAC,NI,NI,9,Disturbance,Burned,1,times,NA,1037
1837,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 8y #3,NAC,NI,NI,9,Disturbance,Burned,0,times,NA,1038
1838,Paragominas age sequence-light use,abandoned pasture- LIGHT use.8y #4,NAC,NI,NI,9,Disturbance,Burned,0,times,NA,1039
1839,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 3.5y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,"Pasture grasses, but did not establish well",1052
1840,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 4.5y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,"Pasture grasses, but did not establish well",1053
1841,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 8y #3,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,"Pasture grasses, but did not establish well",1054
1842,Paragominas age sequence-light use,abandoned pasture- LIGHT use.8y #4,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,"Pasture grasses, but did not establish well",1055
1843,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 3.5y,NAC,NI,NI,9,Disturbance,Grazed,0,year,NA,1065
1844,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 4.5y,NAC,NI,NI,9,Disturbance,Grazed,4,year,NA,1066
1845,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 8y #3,NAC,NI,NI,9,Disturbance,Grazed,0,year,NA,1067
1846,Paragominas age sequence-light use,abandoned pasture- LIGHT use.8y #4,NAC,NI,NI,9,Disturbance,Grazed,0,year,NA,1068
1847,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 3.5y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1078
1848,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 4.5y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1079
1849,Paragominas age sequence-light use,abandoned pasture- LIGHT use. 8y #3,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1080
1850,Paragominas age sequence-light use,abandoned pasture- LIGHT use.8y #4,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1081
1851,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 1y,NAC,NI,NI,9,Disturbance,Burned,3,times,NA,1040
1852,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #6,NAC,NI,NI,9,Disturbance,Burned,3,times,NA,1041
1853,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #7,NAC,NI,NI,9,Disturbance,Burned,3,times,NA,1042
1854,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 4y,NAC,NI,NI,9,Disturbance,Burned,1,times,NA,1043
1855,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 7.5y,NAC,NI,NI,9,Disturbance,Burned,3,times,NA,1044
1856,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 8y,NAC,NI,NI,9,Disturbance,Burned,1,times,NA,1045
1857,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 1y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1056
1858,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #6,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1057
1859,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #7,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1058
1860,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 4y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1059
1861,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 7.5y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1060
1862,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 8y,NAC,NI,NI,9,Regrowth,Seeded,NA,NA,Pasture grasses,1061
1863,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 1y,NAC,NI,NI,9,Disturbance,Grazed,7,year,NA,1069
1864,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #6,NAC,NI,NI,9,Disturbance,Grazed,12,year,NA,1070
1865,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #7,NAC,NI,NI,9,Disturbance,Grazed,6,year,NA,1071
1866,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 4y,NAC,NI,NI,9,Disturbance,Grazed,10,year,NA,1072
1867,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 7.5y,NAC,NI,NI,9,Disturbance,Grazed,8,year,NA,1073
1868,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 8y,NAC,NI,NI,9,Disturbance,Grazed,6,year,NA,1074
1869,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 1y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1082
1870,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #6,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1083
1871,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 3.5y #7,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1084
1872,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 4y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1085
1873,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 7.5y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1086
1874,Paragominas age sequence-moderate use,abandoned pasture- MODERATE use. 8y,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1087
1875,Paragominas primary forest,Undisturbed forest #14,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,1088
1876,Paragominas primary forest,Undisturbed forest #15,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,1089
1877,Parque Nacional Palo Verde: area de Conservacion Tempisque,Forest recovery following pasture and agricultural abandonment,NAC,1970.01.01,19700101,8,Regrowth,Initiation of natural succession,NA,NA,NA,1090
