site.ID,sites.sitename,network,alt.names,super.site,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,sand,silt,clay,soil.classification,soil.notes,hydrology.notes,site.notes,geographic.area,biogeog,Koeppen,FAO.ecozone,site.ID.v1,measurement.refs,site.ref,ref.notes,lacks.info.from.ori.pub,loaded.from,loaded.by,potential_duplicate_group,potential_duplicate_group_parsed,confirmed.unique,potential_duplicate_group_manual,duplicate.notes
2377,Norunda-N,NAC,NAC,NA,NAC,NAC,Sweden,60.08,17.5,45,NA,5.5,NAC,NAC,527,NA,NAC,NAC,NAC,NAC,Dystric Regosol,Dystric Regosol,Soil Drainage:  Dry,NA,547,Europe,Dfb,Temperate continental forest,NA,Widen_2001_scea,Widen_2001_scea,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2378,Norunda-SW,NAC,NAC,NA,NAC,NAC,Sweden,60.08,17.5,45,NA,5.5,NAC,NAC,527,NA,NAC,NAC,NAC,NAC,Dystric Regosol,Dystric Regosol,Soil Drainage:  Dry,NA,547,Europe,Dfb,Temperate continental forest,NA,Widen_2001_scea,Widen_2001_scea,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2379,Metiolus-Y,NAC,NAC,NA,NAC,Oregon,USA,44.5,-121.52,NAC,NA,7.5,NAC,NAC,552,NA,NAC,65,25,10,Ultic haploxeralfs sandy loam,Ultic haploxeralfs sandy loam,Soil Drainage:  Dry,NA,358,North America,Csb,Temperate mountain system,NA,Hibbard_2005_aaos; Irvine_2002_csri,Irvine_2002_csri,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2380,Metiolus-O,NAC,NAC,NA,NAC,Oregon,USA,44.42,-121.51,NAC,NA,8.1,NAC,NAC,524,NA,NAC,62,30,8,Alfic vitrixerand sandy loam,Alfic vitrixerand sandy loam,Soil Drainage:  Dry,NA,358,North America,Csb,Temperate mountain system,NA,Hibbard_2005_aaos; Irvine_2002_csri; Irvine_2008_ivis; Law_1999_saar; Law_2000_moga,Irvine_2002_csri,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,316,1,NAC,266,NA
2381,Manaus,NAC,NAC,NA,NAC,NAC,Brazil,-2.58,-50.1,NAC,NA,26,NAC,NAC,2200,NA,NAC,NAC,NAC,NAC,NAC,NA,Soil Drainage:  Dry,NA,902,South America,Af,Tropical rainforest,NA,Malhi_1999_tcbo; Malhi_2009_caoc,Malhi_1999_tcbo,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2382,Harvard Forest-Prospect Hill,NAC,NAC,Harvard Forest,NAC,Massachusetts,USA,42.53,-72.18,NAC,NA,6,NAC,NAC,1172,NA,NAC,NAC,NAC,NAC,Typic Dystrochrept,Typic Dystrochrept,Soil Drainage:  Dry,NA,305,North America,Dfb,Temperate mountain system,NA,Borken_2006_eoed; Davidson_2006_vpoc; Finzi_2014_nppa; Gaudinski_2000_scci; Peterjohn_1994_rotg; Williams_2014_pdoc,Gaudinski_2000_scci,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,179,1,supersite,168,NA
2383,Maruia,NAC,NAC,NA,NAC,NAC,New Zealand,-42.22,172.25,400,NA,9.8,NAC,NAC,2000,NA,NAC,NAC,NAC,NAC,Typic Haplorthod,"Typic Haplorthod, Bulk density =  0.6 g cm-3.",Soil Drainage:  Dry,NA,692,Oceania,Cfb,Temperate oceanic forest,NA,Tate_1993_csat,Tate_1993_csat,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2384,Kiel Ecosystem Research Center,NAC,NAC,NA,NAC,NAC,Germany,54.1,10.23,NAC,NA,8.1,NAC,NAC,575,NA,NAC,NAC,NAC,NAC,NAC,NA,Soil Drainage:  Medium,NA,94,Europe,Cfb,Temperate oceanic forest,NA,Kutsch_2001_fmor,Kutsch_2001_fmor,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2385,Ouidah,NAC,NAC,NA,NAC,NAC,Benin,6.38,2.13,NAC,NA,27,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Ferrasol,"Ferrasol, Bulk density =  1.5 g cm-3.",Soil Drainage:  Dry,NA,903,Africa,Aw,Tropical rainforest,NA,Lamade_1996_eoca,Lamade_1996_eoca,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2386,SETRES,NAC,NAC,NA,NAC,North Carolina,USA,34.63,-79.2,NAC,NA,17,NAC,NAC,1210,NA,NAC,NAC,NAC,NAC,Psammentic Hapludult,Psammentic Hapludult,Soil Drainage:  Dry,NA,408,North America,Cfa,Subtropical humid forest,NA,Maier_2000_scea; Maier_2004_rcua,Maier_2000_scea,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2387,Vaatsa,NAC,NAC,NA,NAC,NAC,Estonia,58.98,25.45,78,NA,5,NAC,NAC,725,NA,NAC,NAC,NAC,NAC,Organic,Organic,Soil Drainage:  Medium,NA,904,Europe,Dfb,Temperate continental forest,NA,Minkkinen_2007_hsri,Minkkinen_2007_hsri,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2388,Vesijako,NAC,NAC,NA,NAC,NAC,Finland,61.37,25.12,115,NA,3.8,NAC,NAC,601,NA,NAC,NAC,NAC,NAC,Organic,Organic,Soil Drainage:  Medium,NA,905,Europe,Dfc,Boreal coniferous forest,NA,Makiranta_2007_sgge; Minkkinen_2007_hsri,Minkkinen_2007_hsri,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2389,Kivalo,NAC,NAC,NA,NAC,NAC,Finland,66.35,26.62,180,NA,1.4,NAC,NAC,538,NA,NAC,NAC,NAC,NAC,Organic,Organic,Soil Drainage:  Medium,NA,906,Europe,Dfc,Boreal coniferous forest,NA,Minkkinen_2007_hsri,Minkkinen_2007_hsri,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2390,BFG Plantation-C,NAC,NAC,NA,NAC,NAC,Australia,-35.35,148.93,630,NA,13,NAC,NAC,791,NA,NAC,NAC,NAC,NAC,Typic albaqualf,Typic albaqualf,Soil Drainage:  Dry,NA,79,Australia,Cfb,Temperate mountain system,NA,Ryan_1996_ffwa,Ryan_1996_ffwa,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2391,BOREAS SSA-OJP,NAC,NAC,NA,NAC,Saskatchewan,Canada,53.92,-104.69,NAC,NA,1.5,NAC,NAC,405,NA,NAC,NAC,NAC,NAC,NAC,NA,Soil Drainage:  Dry,NA,591,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2004_corr; Ryan_1997_acco,Ryan_1997_acco,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,362,1,NAC,310,NA
2392,BOREAS SSA-OA,NAC,NAC,NA,NAC,Saskatchewan,Canada,53.63,-106.2,NAC,NA,1.5,NAC,NAC,405,NA,NAC,NAC,NAC,NAC,NAC,NA,Soil Drainage:  Dry,NA,592,North America,Dfc,Boreal coniferous forest,NA,Bond-Lamberty_2004_corr; Gaumont-Guay_2006_iota; Gaumont-Guay_2006_itdo; Russell_1998_cdef; Ryan_1997_acco,Ryan_1997_acco,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2393,University of Michigan Biological Station,NAC,NAC,University of Michigan Biological Station (UMBS),NAC,Michigan,USA,45.59,-84.72,NAC,NA,5.5,NAC,NAC,817,NA,NAC,92.13043478,6.739130435,1,Entic Hyplothods (Rubicon series),Entic Hyplothods (Rubicon series),Soil Drainage:  Dry,NA,352,North America,Dfb,Temperate continental forest,NA,Curtis_2002_baeb; Curtis_2005_rcla; Gough_2007_mcob; Gough_2007_tloh; Gough_2008_mcob; Hibbard_2005_aaos; Pregitzer_2000_ieoa,Gough_2007_tloh,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,422,1,NAC,366,NA
2394,Groundhog River Flux Station,NAC,NAC,NA,NAC,Ontario,Canada,48.22,-82.16,NAC,NA,1.5,NAC,NAC,814,NA,NAC,NAC,NAC,NAC,Silty sand,Silty sand,Soil Drainage:  Dry,NA,290,North America,Dfb,Temperate continental forest,NA,Khomik_2006_tasv,Khomik_2006_tasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,172,1,NAC,162,NA
2395,Roccarespampani,FluxNet,NA,NA,NAC,Viterbo,Italy,42.4,11.92,140,NA,14,NAC,NAC,755,NA,NAC,52,12,35,Volcanic luvisol,"Volcanic luvisol, Bulk density =  1.22 g cm-3.",Soil Drainage:  Dry,NA,585,Europe,Csa,Subtropical dry forest,NA,Rey_2002_avis,Rey_2002_avis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,373,1,NAC,320,"everything in this group appears to be a duplicate, although there may be separate sampling plots for some variables"
2396,Kyushu Forest Research and Instruction Station,NAC,NAC,NA,NAC,NAC,Japan,32.82,130.73,NAC,NA,16.2,NAC,NAC,1970,NA,NAC,NAC,NAC,NAC,Humid andosol (Kuroboku),Humid andosol (Kuroboku),Soil Drainage:  Dry,NA,392,Asia,Cfa,Subtropical humid forest,NA,Ohashi_2000_corr,Ohashi_2000_corr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2397,Delta Junction-BHC,NAC,NAC,NA,NAC,Alaska,USA,63.34,-142.99,120,NA,-2.3,NAC,NAC,234,NA,NAC,NAC,NAC,NAC,Cryaquept,Cryaquept,Soil Drainage:  Dry,NA,907,North America,Dfc,Boreal tundra woodland,NA,O'Neill_2006_scis,O'Neill_2006_scis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2398,Delta Junction-B90,NAC,NAC,NA,NAC,Alaska,USA,63.34,-142.99,120,NA,-2.3,NAC,NAC,234,NA,NAC,NAC,NAC,NAC,Typic Chryochrept,Typic Chryochrept,Soil Drainage:  Dry,NA,907,North America,Dfc,Boreal tundra woodland,NA,O'Neill_2006_scis,O'Neill_2006_scis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2399,Delta Junction-B87,NAC,NAC,NA,NAC,Alaska,USA,63.34,-142.99,120,NA,-2.3,NAC,NAC,234,NA,NAC,NAC,NAC,NAC,Typic Chryochrept,Typic Chryochrept,Soil Drainage:  Dry,NA,907,North America,Dfc,Boreal tundra woodland,NA,O'Neill_2006_scis,O'Neill_2006_scis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2400,Delta Junction-B56,NAC,NAC,NA,NAC,Alaska,USA,63.34,-142.99,120,NA,-2.3,NAC,NAC,234,NA,NAC,NAC,NAC,NAC,NAC,NA,Soil Drainage:  Dry,NA,907,North America,Dfc,Boreal tundra woodland,NA,O'Neill_2006_scis,O'Neill_2006_scis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2401,Delta Junction-UB80,NAC,NAC,NA,NAC,Alaska,USA,63.34,-142.99,120,NA,-2.3,NAC,NAC,234,NA,NAC,NAC,NAC,NAC,Cryaquept/cryaquent,Cryaquept/cryaquent,Soil Drainage:  Dry,NA,907,North America,Dfc,Boreal tundra woodland,NA,O'Neill_2006_scis,O'Neill_2006_scis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2402,Delta Junction-UB140,NAC,NAC,NA,NAC,Alaska,USA,63.34,-142.99,120,NA,-2.3,NAC,NAC,234,NA,NAC,NAC,NAC,NAC,Cryaquept/cryaquent,Cryaquept/cryaquent,Soil Drainage:  Dry,NA,907,North America,Dfc,Boreal tundra woodland,NA,O'Neill_2006_scis,O'Neill_2006_scis,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2403,Ogeechee-EFP,NAC,NAC,NA,NAC,Georgia,USA,32.13,-81.42,NAC,NA,19,NAC,NAC,1258,NA,NAC,NAC,NAC,NAC,Entisols,Entisols,Soil Drainage:  Wet,NA,908,North America,Cfa,Subtropical humid forest,NA,Pulliam_1993_came,Pulliam_1993_came,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2404,Ogeechee-WFP,NAC,NAC,NA,NAC,Georgia,USA,32.13,-81.42,NAC,NA,19,NAC,NAC,1258,NA,NAC,NAC,NAC,NAC,Entisols,Entisols,Soil Drainage:  Wet,NA,908,North America,Cfa,Subtropical humid forest,NA,Pulliam_1993_came,Pulliam_1993_came,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2408,Pushchino-1,NAC,NAC,NA,NAC,NAC,Russia,54.83,37.58,NAC,NA,5.4,NAC,NAC,670,NA,NAC,NAC,NAC,NAC,Humic luvisols,Humic luvisols,Soil Drainage:  Dry,NA,909,Europe,Dfb,Temperate continental forest,NA,Larionova_1998_srac,Larionova_1998_srac,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2409,Yakutsk-IFS,NAC,NAC,NA,NAC,NAC,Russia,62.22,129.17,225,NA,-10,NAC,NAC,237,NA,NAC,NAC,NAC,NAC,Sandy/loamy Spodosols,Sandy/loamy Spodosols,Soil Drainage:  Dry,NA,771,Asia,Dfd,Boreal coniferous forest,NA,Sawamoto_2000_sris,Sawamoto_2000_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2410,Yakutsk-IFL,NAC,NAC,NA,NAC,NAC,Russia,62.3,129.5,225,NA,-10,NAC,NAC,237,NA,NAC,NAC,NAC,NAC,Sandy/loamy Spodosols,Sandy/loamy Spodosols,Soil Drainage:  Dry,NA,771,Asia,Dfd,Boreal coniferous forest,NA,Sawamoto_2000_sris,Sawamoto_2000_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2411,Yakutsk-SFS,NAC,NAC,NA,NAC,NAC,Russia,62.22,129.17,225,NA,-10,NAC,NAC,237,NA,NAC,NAC,NAC,NAC,Sandy/loamy Spodosols,Sandy/loamy Spodosols,Soil Drainage:  Dry,NA,771,Asia,Dfd,Boreal coniferous forest,NA,Sawamoto_2000_sris,Sawamoto_2000_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2412,Yakutsk-SFL,NAC,NAC,NA,NAC,NAC,Russia,62.3,129.5,225,NA,-10,NAC,NAC,237,NA,NAC,NAC,NAC,NAC,Sandy/loamy Spodosols,Sandy/loamy Spodosols,Soil Drainage:  Dry,NA,771,Asia,Dfd,Boreal coniferous forest,NA,Sawamoto_2000_sris,Sawamoto_2000_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2413,Ione Ameriflux,NAC,NAC,NA,NAC,California,USA,38.43,-120.97,177,NA,16.3,NAC,NAC,559,NA,NAC,48,42,10,Lithic haploxerepts silt loam,"Lithic haploxerepts silt loam, Bulk density =  1.64 g cm-3.",Soil Drainage:  Dry,NA,329,North America,Csa,Subtropical mountain system,NA,Tang_2003_asce,Tang_2003_asce,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2414,Chequamegon-NH1,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2415,Chequamegon-NH2,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2416,Chequamegon-NH3,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2417,Chequamegon-NH4,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2418,Chequamegon-MA1,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2419,Chequamegon-MA2,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2420,Chequamegon-IA1,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2421,Chequamegon-IA2,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2422,Chequamegon-NH,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2423,Chequamegon-MA,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2424,Chequamegon-IA,NAC,NAC,NA,NAC,Wisconsin,USA,45.8,-90.12,NAC,NA,4.1,NAC,NAC,800,NA,NAC,NAC,NAC,NAC,Sandy loam,Sandy loam,Soil Drainage:  Dry,NA,751,North America,Dfb,Temperate continental forest,NA,Bolstad_2004_cawr,Bolstad_2004_cawr,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,445,1,NAC,0,NA
2425,Yenisei-200ld,NAC,NAC,NA,NAC,NAC,Russia,60.75,89.38,NAC,NA,3.7,NAC,NAC,493,NA,NAC,NAC,NAC,NAC,Inceptisol,Inceptisol,Soil Drainage:  Dry,NA,418,Asia,Dfc,Boreal coniferous forest,NA,Shibistova_2002_aerb,Shibistova_2002_aerb,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2426,Maoershan ERS-Oak,NAC,NAC,NA,NAC,NAC,China,45.37,127.53,300,NA,2.8,NAC,NAC,700,NA,NAC,NAC,NAC,NAC,Haplumbrepts or Eutroboralfs,Haplumbrepts or Eutroboralfs,Soil Drainage:  Dry,NA,405,Asia,Dwb,Temperate continental forest,NA,Wang_2006_sris,Wang_2006_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2427,Maoershan ERS-Aspen,NAC,NAC,NA,NAC,NAC,China,45.37,127.53,300,NA,2.8,NAC,NAC,700,NA,NAC,NAC,NAC,NAC,Haplumbrepts or Eutroboralfs,Haplumbrepts or Eutroboralfs,Soil Drainage:  Dry,NA,405,Asia,Dwb,Temperate continental forest,NA,Wang_2006_sris,Wang_2006_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2428,Maoershan ERS-DecidMix,NAC,NAC,NA,NAC,NAC,China,45.37,127.53,300,NA,2.8,NAC,NAC,700,NA,NAC,NAC,NAC,NAC,Haplumbrepts or Eutroboralfs,Haplumbrepts or Eutroboralfs,Soil Drainage:  Dry,NA,405,Asia,Dwb,Temperate continental forest,NA,Wang_2006_sris,Wang_2006_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2429,Maoershan ERS-Hardwood,NAC,NAC,NA,NAC,NAC,China,45.37,127.53,300,NA,2.8,NAC,NAC,700,NA,NAC,NAC,NAC,NAC,Haplumbrepts or Eutroboralfs,Haplumbrepts or Eutroboralfs,Soil Drainage:  Dry,NA,405,Asia,Dwb,Temperate continental forest,NA,Wang_2006_sris,Wang_2006_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2430,Maoershan ERS-Pine,NAC,NAC,NA,NAC,NAC,China,45.37,127.53,300,NA,2.8,NAC,NAC,700,NA,NAC,NAC,NAC,NAC,Haplumbrepts or Eutroboralfs,Haplumbrepts or Eutroboralfs,Soil Drainage:  Dry,NA,405,Asia,Dwb,Temperate continental forest,NA,Wang_2006_sris,Wang_2006_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2431,Maoershan ERS-Larch,NAC,NAC,NA,NAC,NAC,China,45.37,127.53,300,NA,2.8,NAC,NAC,700,NA,NAC,NAC,NAC,NAC,Haplumbrepts or Eutroboralfs,Haplumbrepts or Eutroboralfs,Soil Drainage:  Dry,NA,405,Asia,Dwb,Temperate continental forest,NA,Wang_2006_sris,Wang_2006_sris,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2432,H.J. Andrews-DIRT,NAC,NAC,H.J. Andrews Experimental Forest,Blue River,Oregon,USA,44.25,-122.17,531,NA,8.7,NAC,NAC,2370,NA,NAC,NAC,NAC,NAC,Loam (Typic Hapludands),"Loam (Typic Hapludands), Bulk density =  0.82 g cm-3.",Soil Drainage:  Dry,NA,39,North America,Csb,Temperate mountain system,NA,Sulzman_2005_coal,Sulzman_2005_coal,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,17,1,NAC,17,NA
2433,Chaux-P1,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2434,Chaux-P2,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2435,Chaux-P3,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2436,Chaux-P4,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2437,Chaux-P5,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2438,Chaux-P6,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2439,Chaux-P7,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
2440,Chaux-P8,NAC,NAC,NA,NAC,NAC,France,47.12,5.7,250,NA,10.3,NAC,NAC,950,NA,NAC,NAC,NAC,NAC,Pseudogleyic luvisol,Pseudogleyic luvisol,Soil Drainage:  Dry,NA,910,Europe,Cfb,Temperate oceanic forest,NA,Vincent_2006_sasv,Vincent_2006_sasv,NA,NA,Bond-Lamberty_2004_corr,R script: Bond-Lamberty,0,0,NAC,0,NA
